"","nameGiven","yearID","adjusted_salary","teamID","bats","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","Rank","W","L","rank_delta","batting_Average","homerun_Average"
"2365","Gregory Lee",1989,1374511.35279365,"CHA","L",77,233,25,49,14,0,5,26,0,0,23,50,2,3,1,3,8,7,69,92,1,0.210300429184549,0.0214592274678112
"2366","Timothy Charles",1989,1816593.79412358,"MON","R",154,573,76,159,42,0,13,77,3,7,58,81,10,1,0,7,21,4,81,81,1,0.277486910994764,0.0226876090750436
"2367","Dennis Martin",1989,1176005.45619579,"SLN","L",69,79,9,24,7,0,1,11,0,0,14,12,2,0,0,0,1,3,86,76,0,0.30379746835443,0.0126582278481013
"2368","Jerome O'Terrell",1989,130029.871579372,"CHN","R",116,475,64,139,23,3,5,46,24,7,27,77,1,6,2,5,6,1,93,69,0,0.292631578947368,0.0105263157894737
"2369","Roy Duane",1989,322206.372957709,"TOR","R",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,73,0,0,0
"2370","Gary Lamell",1989,130029.871579372,"DET","R",105,275,24,69,10,2,9,29,1,3,21,54,1,0,1,4,10,7,59,103,1,0.250909090909091,0.0327272727272727
"2371","Claudell",1989,1864398.89396894,"CAL","L",110,418,53,114,18,4,13,42,13,5,27,84,3,2,3,1,7,3,91,71,0,0.272727272727273,0.0311004784688995
"2372","Gary Anthony",1989,130029.871579372,"MIN","L",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,82,1,0,0
"2373","Mitchell Dean",1989,1051712.19659786,"CHN","B",98,272,40,70,12,4,3,19,14,2,30,55,5,1,3,2,3,1,93,69,0,0.257352941176471,0.0110294117647059
"2374","William Edward",1989,812686.697371075,"ML4","R",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,81,1,0,0
"2375","Brad Eugene",1989,296391.619041216,"KCA","R",103,178,30,41,4,0,2,12,5,3,7,36,0,1,3,0,7,2,92,70,0,0.230337078651685,0.0112359550561798
"2376","David Lee",1989,204605.82733813,"TOR","L",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,73,0,0,0
"2377","David Lee",1989,130029.871579372,"NYN","L",11,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,87,75,1,0.2,0
"2378","David Lee",1989,130029.871579372,"MIN","L",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,82,1,0,0
"2379","John Karl",1989,130029.871579372,"LAN","R",31,21,1,3,1,0,0,3,0,0,0,10,0,0,5,0,0,4,77,83,1,0.142857142857143,0
"2380","Louis Rodman",1989,1960009.09365965,"DET","L",148,509,77,128,21,1,28,85,6,3,89,59,6,3,1,9,7,7,59,103,1,0.25147347740668,0.0550098231827112
"2381","Devon Markes",1989,726637.517649432,"CAL","B",156,636,86,156,18,13,12,56,44,16,31,129,3,2,7,2,12,3,91,71,0,0.245283018867925,0.0188679245283019
"2382","Frank",1989,1912203.99381429,"KCA","R",135,418,34,107,22,1,2,36,3,2,30,52,0,2,5,3,7,2,92,70,0,0.255980861244019,0.00478468899521531
"2383","Eddie Lee",1989,2007814.19350501,"SDN","R",36,72,4,10,4,0,0,4,0,0,5,19,0,0,7,0,1,2,89,73,0,0.138888888888889,0
"2384","Leo Ernest",1989,1529763.19505144,"TOR","L",129,385,42,101,24,1,11,53,5,4,52,53,2,0,1,2,9,1,89,73,0,0.262337662337662,0.0285714285714286
"2385","Curtis Vernon",1989,956101.996907147,"CHN","B",77,160,18,39,4,2,1,10,4,2,8,33,0,0,1,1,3,1,93,69,0,0.24375,0.00625
"2386","Frank Lee",1989,812686.697371075,"DET","R",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,103,1,0,0
"2387","Kenneth Royal",1989,224683.96927318,"DET","R",94,258,29,53,5,1,6,23,9,4,18,63,0,5,2,2,6,7,59,103,1,0.205426356589147,0.0232558139534884
"2388","Matthew Derrick",1989,181659.379412358,"SFN","R",84,292,31,59,18,1,18,50,1,2,14,72,1,2,1,2,5,1,92,70,0,0.202054794520548,0.0616438356164384
"2389","Mark Alan",1989,229464.479257715,"BAL","R",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,75,0,0,0
"2390","Mitchell Steven",1989,721857.007664896,"CHN","L",76,5,1,1,0,0,1,3,0,0,0,1,0,0,0,0,1,1,93,69,0,0.2,0.2
"2391","Glenn Dwight",1989,1434152.99536072,"PIT","R",100,330,42,93,20,4,9,49,1,4,32,39,5,1,0,5,8,5,74,88,1,0.281818181818182,0.0272727272727273
"2392","Glenn Dwight",1989,1434152.99536072,"HOU","R",28,102,8,22,6,0,2,15,0,1,5,14,0,0,0,1,3,3,86,76,0,0.215686274509804,0.0196078431372549
"2393","William Hayward",1989,1912203.99381429,"NYN","B",80,249,22,51,10,1,3,18,7,4,10,47,3,1,0,2,0,2,87,75,1,0.204819277108434,0.0120481927710843
"2394","William Hayward",1989,1912203.99381429,"TOR","B",54,238,32,71,9,1,2,17,12,1,3,37,0,2,3,1,5,1,89,73,0,0.298319327731092,0.00840336134453781
"2395","Stephen Douglas",1989,130029.871579372,"CHN","L",53,16,1,1,0,0,0,0,0,0,1,3,0,0,1,0,0,1,93,69,0,0.0625,0
"2396","Willie James",1989,4038966.83675452,"KCA","B",112,383,58,97,17,7,3,43,24,6,27,78,0,1,6,6,8,2,92,70,0,0.253263707571802,0.00783289817232376
"2397","Herman Son",1989,439806.918577288,"CIN","L",115,251,40,63,11,3,3,13,14,5,24,50,1,0,3,0,5,5,75,87,1,0.250996015936255,0.0119521912350598
"2398","Matthew Littleton",1989,130029.871579372,"KCA","L",42,107,14,25,6,0,2,9,0,0,14,23,1,0,0,1,3,2,92,70,0,0.233644859813084,0.0186915887850467
"2399","Robert Andrew",1989,392001.81873193,"TEX","R",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,79,0,0,0
"2400","Michael Atwater",1989,2677085.59134001,"CAL","R",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,71,0,0,0
"2401","Todd Roland",1989,1673178.49458751,"SLN","R",47,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,86,76,0,0,0
"2402","Craig Richard",1989,130029.871579372,"BAL","R",145,497,57,123,23,0,15,70,1,2,61,114,2,4,3,1,10,2,87,75,0,0.24748490945674,0.0301810865191147
"2403","Richard James",1989,130029.871579372,"CHN","R",38,92,11,26,2,1,2,14,0,0,2,21,1,1,0,2,1,1,93,69,0,0.282608695652174,0.0217391304347826
"2404","Marvell",1989,669271.397835003,"SDN","L",105,294,19,74,11,1,6,35,4,1,12,41,1,1,6,1,3,2,89,73,0,0.251700680272109,0.0204081632653061
"2405","Marvell",1989,669271.397835003,"CHN","L",20,48,8,9,2,1,1,4,2,0,1,7,1,1,1,0,0,1,93,69,0,0.1875,0.0208333333333333
"2406","Eric Girard",1989,130029.871579372,"HOU","R",70,90,19,21,2,0,0,9,11,5,7,19,0,1,2,2,2,3,86,76,0,0.233333333333333,0
"2407","Gerald Anthony",1989,286830.599072144,"HOU","B",146,533,71,124,17,3,0,38,34,25,74,60,4,2,6,5,7,3,86,76,0,0.232645403377111,0
"2408","Joel Randolph",1989,611905.278020574,"CIN","R",76,118,13,25,5,0,3,13,0,1,13,21,2,2,0,1,6,5,75,87,1,0.211864406779661,0.0254237288135593
"2409","Robin R.",1989,2199034.59288644,"ML4","R",160,614,101,195,38,9,21,103,19,3,63,71,9,6,3,4,9,4,81,81,1,0.317589576547231,0.0342019543973941
"2410","Todd Edward",1989,130029.871579372,"SLN","R",28,82,7,21,3,1,1,8,0,0,9,14,1,0,1,1,1,3,86,76,0,0.25609756097561,0.0121951219512195
"2411","James Anthony",1990,335572.348364054,"CAL","L",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,82,1,0,0
"2412","Paul David",1990,181390.458575164,"MIN","R",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,88,1,0,0
"2413","Shawn Wesley",1990,190459.981503922,"SDN","R",91,184,17,45,9,0,1,15,2,3,9,28,1,2,2,1,3,4,75,87,1,0.244565217391304,0.00543478260869565
"2414","James Justin",1990,1269733.21002615,"TOR","R",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,76,1,0,0
"2415","Juan Roberto",1990,1541818.8978889,"HOU","L",82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,87,1,0,0
"2416","Richard Warren",1990,1175410.17156706,"MIN","R",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,88,1,0,0
"2417","Darrel Wayne",1990,185925.220039543,"PHI","R",71,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,77,85,0,0.166666666666667,0
"2418","Michael Peter",1990,539636.614261114,"MON","L",96,161,22,39,7,1,1,18,1,2,37,31,2,1,0,1,2,3,85,77,0,0.242236024844721,0.0062111801242236
"2419","Scott Phillip",1990,181390.458575164,"DET","L",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,79,83,0,0,0
"2420","Dale LeBeau",1990,181390.458575164,"CLE","L",4,16,2,3,1,0,1,2,0,0,2,3,0,0,0,0,0,4,77,85,0,0.1875,0.0625
"2421","Roberto",1990,707422.788443141,"SDN","B",147,586,80,168,27,5,6,60,24,7,48,72,1,2,5,5,16,4,75,87,1,0.286689419795222,0.0102389078498294
"2422","Santos",1990,208599.027361439,"CLE","R",132,445,60,129,26,2,9,66,4,1,25,46,2,2,5,6,10,4,77,85,0,0.289887640449438,0.0202247191011236
"2423","Moises Rojas",1990,181390.458575164,"PIT","R",2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95,67,0,0.2,0
"2424","Moises Rojas",1990,181390.458575164,"MON","R",14,15,4,3,0,1,0,0,0,0,0,3,0,0,1,0,0,3,85,77,0,0.2,0
"2425","Allan Lee",1990,544171.375725493,"MIN","L",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,88,1,0,0
"2426","Brady Kevin",1990,217668.550290197,"BAL","L",89,234,24,54,5,2,3,24,15,2,31,46,2,5,4,5,4,5,76,85,1,0.230769230769231,0.0128205128205128
"2427","David Carter",1990,906952.292875821,"SFN","R",60,100,14,35,5,1,1,6,1,2,3,20,0,0,1,0,2,3,85,77,1,0.35,0.01
"2428","Kent McKay",1990,190459.981503922,"CAL","R",49,143,16,44,6,1,1,5,0,2,13,19,1,1,4,0,4,4,80,82,1,0.307692307692308,0.00699300699300699
"2429","Larry Eugene",1990,1750417.92525033,"HOU","R",50,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,75,87,1,0,0
"2430","Larry Eugene",1990,1750417.92525033,"BOS","R",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,74,0,0,0
"2431","Robert Kevin",1990,181390.458575164,"KCA","R",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,75,86,1,0,0
"2432","Luis Antonio",1990,195901.695261177,"KCA","R",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,75,86,1,0,0
"2433","Jack William",1990,194994.742968302,"CIN","R",29,47,2,5,0,0,0,3,0,0,0,21,0,2,13,0,2,1,91,71,0,0.106382978723404,0
"2434","Bradley James",1990,194994.742968302,"TEX","R",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,79,0,0,0
"2435","Paul Andre",1990,816257.063588239,"CHN","L",74,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,77,85,1,0,0
"2436","Donald Glenn",1990,308363.779577779,"ML4","R",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,88,1,0,0
"2437","Walter Wayne",1990,725561.834300657,"PIT","B",104,315,62,92,21,3,2,28,6,3,42,53,1,1,0,3,5,1,95,67,0,0.292063492063492,0.00634920634920635
"2438","Carlos Obed",1990,181390.458575164,"CLE","B",108,312,46,81,17,2,7,47,0,2,16,57,2,4,1,5,4,4,77,85,0,0.259615384615385,0.0224358974358974
"2439","Scott Alan",1990,770909.448944448,"CAL","L",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,82,1,0,0
"2440","Harold Douglas",1990,2074270.63608585,"TEX","L",103,321,41,93,10,1,13,44,0,1,47,63,9,0,0,3,13,3,83,79,0,0.289719626168224,0.0404984423676012
"2441","Charles Douglas",1990,589518.990369284,"PIT","R",22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95,67,0,0,0
"2442","Douglas Lee",1990,208599.027361439,"MIN","B",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,88,1,0,0
"2443","Stephen Charles",1990,1632514.12717648,"NYA","R",116,266,24,51,6,0,17,34,0,0,35,91,2,3,1,2,4,7,67,95,1,0.191729323308271,0.0639097744360902
"2444","Jeffrey Scott",1990,362780.917150329,"BAL","L",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,85,1,0,0
"2445","Michael Scott",1990,1369497.96224249,"SEA","R",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,85,0,0,0
"2446","Jesse Lee",1990,2237148.38445883,"NYA","R",153,476,69,117,21,2,25,78,4,3,82,150,4,5,2,5,6,7,67,95,1,0.245798319327731,0.0525210084033613
"2447","John David",1990,181390.458575164,"TEX","L",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,79,0,0,0
"2448","Martin Glenn",1990,1813904.58575164,"BOS","R",62,159,15,36,4,0,0,13,4,0,15,13,1,1,11,2,4,1,88,74,0,0.226415094339623,0
"2449","Kevin Charles",1990,2267380.73218955,"SFN","B",61,214,25,54,9,1,7,32,2,2,14,26,3,2,2,1,5,3,85,77,1,0.252336448598131,0.0327102803738318
"2450","William Derrick",1990,181390.458575164,"ML4","L",14,29,6,3,1,0,0,2,4,0,4,7,0,0,1,1,0,6,74,88,1,0.103448275862069,0
"2451","William Derrick",1990,181390.458575164,"CIN","L",8,5,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,91,71,0,0,0
"2452","William David",1990,217668.550290197,"SFN","R",52,48,3,11,0,1,3,12,0,0,7,12,2,0,0,1,2,3,85,77,1,0.229166666666667,0.0625
"2453","Jose Joaquin",1990,217668.550290197,"BAL","R",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,76,85,1,0,0
"2454","Kevin Gerard",1990,181390.458575164,"CLE","L",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,85,0,0,0
"2455","Stephen Wayne",1990,2630161.64933988,"SFN","R",68,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,85,77,1,0.5,0
"2456","Kevin Donnell",1990,181390.458575164,"TEX","R",16,15,4,2,1,0,0,0,0,0,2,6,0,0,0,0,0,3,83,79,0,0.133333333333333,0
"2457","Timothy Wayne",1990,816257.063588239,"LAN","R",24,43,5,7,1,0,0,1,0,0,0,15,0,2,9,0,1,2,86,76,0,0.162790697674419,0
"2458","Stanley Peter",1990,181390.458575164,"PIT","R",55,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,95,67,0,0,0
"2459","Albert Jojuan",1990,212226.836532942,"CLE","R",9,23,1,4,0,0,1,3,0,0,1,6,0,0,1,0,1,4,77,85,0,0.173913043478261,0.0434782608695652
"2460","George Antonio",1990,3627809.17150328,"TOR","R",142,562,67,149,25,0,21,86,3,2,32,80,7,3,0,11,14,2,86,76,1,0.265124555160142,0.0373665480427046
"2461","Rafael Leonidas",1990,689283.742585624,"PIT","R",47,54,10,11,3,0,0,6,1,2,5,13,0,1,1,0,2,1,95,67,0,0.203703703703704,0
"2462","Jay Stuart",1990,326502.825435296,"PIT","R",159,583,93,148,28,7,7,52,10,6,65,109,0,3,39,6,14,1,95,67,0,0.253859348198971,0.0120068610634648
"2463","Juan",1990,181390.458575164,"BAL","R",5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,76,85,1,0,0
"2464","Andrew Charles",1990,235807.596147714,"SDN","R",32,60,2,6,1,0,0,2,0,0,2,25,0,0,5,1,1,4,75,87,1,0.1,0
"2465","Michael Paul",1990,190459.981503922,"SFN","R",22,56,7,12,3,1,2,3,1,0,3,10,1,0,0,0,2,3,85,77,1,0.214285714285714,0.0357142857142857
"2466","Todd Eric",1990,589518.990369284,"CIN","B",118,376,35,95,14,2,5,46,3,4,19,69,4,4,2,7,3,1,91,71,0,0.252659574468085,0.0132978723404255
"2467","Juan Bautista",1990,1360428.43931373,"MIN","R",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,88,1,0,0
"2468","David Bruce",1990,952299.907519612,"DET","L",100,205,21,57,10,1,2,26,3,2,33,17,3,0,1,2,7,3,79,83,0,0.278048780487805,0.00975609756097561
"2469","Damon Scott",1990,362780.917150329,"CHN","B",17,53,6,10,4,0,1,9,0,0,5,14,1,0,0,1,3,4,77,85,1,0.188679245283019,0.0188679245283019
"2470","Alphonse Dante",1990,181390.458575164,"CAL","R",109,349,40,89,15,1,15,53,5,2,16,79,1,3,1,2,9,4,80,82,1,0.255014326647564,0.0429799426934097
"2471","Craig Alan",1990,435337.100580394,"HOU","R",150,555,53,153,24,2,4,42,25,11,53,79,1,3,9,1,11,4,75,87,1,0.275675675675676,0.00720720720720721
"2472","Timothy Dean",1990,218575.502583073,"CIN","L",29,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,91,71,0,0,0
"2473","Harry Ralston",1990,1405776.05395752,"CLE","L",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,85,0,0,0
"2474","Harry Ralston",1990,1405776.05395752,"TOR","L",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,76,1,0,0
"2475","William Allen",1990,181390.458575164,"TOR","R",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,76,1,0,0
"2476","Kevin DeWayne",1990,181390.458575164,"CHN","R",3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,77,85,1,0,0
"2477","Michael Roy",1990,194087.790675426,"NYA","R",48,144,16,27,4,0,5,21,1,0,12,50,1,1,0,0,3,7,67,95,1,0.1875,0.0347222222222222
"2478","Rik Aalbert",1990,2131337.88825818,"CAL","R",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,82,1,0,0
"2479","Michael James",1990,1224385.59538236,"BOS","R",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,74,0,0,0
"2480","Joseph Martin",1990,389989.485936603,"PHI","R",34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,85,0,0,0
"2481","Wade Anthony",1990,3446418.71292812,"BOS","L",155,619,89,187,44,5,6,63,0,0,87,68,19,1,0,6,14,1,88,74,0,0.302100161550889,0.00969305331179321
"2482","Brian Edward",1990,181390.458575164,"TEX","L",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,79,0,0,0
"2483","Thomas Edward",1990,244877.119076472,"BOS","L",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,74,0,0,0
"2484","Barry Lamar",1990,1541818.8978889,"PIT","L",151,519,104,156,32,3,33,114,52,13,93,83,15,3,0,6,8,1,95,67,0,0.300578034682081,0.0635838150289017
"2485","Roberto Martin Antonio",1990,2267380.73218955,"PIT","B",160,625,112,175,39,7,32,120,4,3,45,103,9,1,0,15,11,1,95,67,0,0.28,0.0512
"2486","Robert Raymond",1990,3446418.71292812,"KCA","R",40,117,11,28,3,0,0,9,1,1,17,12,0,0,2,0,2,6,75,86,1,0.239316239316239,0
"2487","Patrick Lance",1990,326502.825435296,"TOR","R",125,346,36,99,24,2,15,49,0,1,18,57,2,0,1,3,17,2,86,76,1,0.286127167630058,0.0433526011560694
"2488","Christopher Louis",1990,1287872.25588367,"ML4","R",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,88,1,0,0
"2489","Thaddis",1990,453476.146437911,"TEX","L",30,29,3,4,0,0,1,3,1,0,4,7,1,0,0,0,1,3,83,79,0,0.137931034482759,0.0344827586206897
"2490","Daryl Lamont",1990,562310.421583009,"CHA","L",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,94,68,0,0,0
"2491","Dennis Ray",1990,725561.834300657,"MON","R",31,59,1,3,0,0,0,0,0,0,0,20,0,0,12,0,1,3,85,77,0,0.0508474576271186,0
"2492","Philip Poole",1990,2085990.27361439,"BAL","R",72,289,39,78,9,1,4,26,10,4,30,35,2,7,6,1,9,5,76,85,1,0.269896193771626,0.013840830449827
"2493","Philip Poole",1990,2085990.27361439,"CHA","R",45,133,20,30,5,1,0,5,7,3,20,26,3,4,5,0,2,2,94,68,0,0.225563909774436,0
"2494","Scott William",1990,834396.109445755,"SEA","L",101,233,11,52,9,0,1,28,0,1,15,20,2,0,3,6,6,5,77,85,0,0.223175965665236,0.00429184549356223
"2495","Glenn Erick",1990,1042995.13680719,"ML4","R",37,113,17,28,5,0,3,13,5,3,12,21,2,3,0,3,1,6,74,88,1,0.247787610619469,0.0265486725663717
"2496","Glenn Erick",1990,1042995.13680719,"CIN","R",72,201,22,60,9,1,6,28,3,4,26,43,1,3,0,1,3,1,91,71,0,0.298507462686567,0.0298507462686567
"2497","Jeffrey Hoke",1990,317433.302506537,"SFN","R",55,7,1,2,1,0,0,2,0,0,0,1,0,0,4,0,0,3,85,77,1,0.285714285714286,0
"2498","Sidney Eugene",1990,925091.338733338,"PIT","L",147,389,39,105,23,2,15,67,8,4,48,65,5,2,4,5,6,1,95,67,0,0.269922879177378,0.038560411311054
"2499","George Howard",1990,4090354.84086995,"KCA","L",142,544,82,179,45,7,14,87,9,2,56,63,14,0,0,7,18,6,75,86,1,0.329044117647059,0.0257352941176471
"2500","Rodney Lee",1990,181390.458575164,"SLN","L",14,25,4,6,1,0,0,2,0,0,0,4,0,0,0,0,1,6,70,92,1,0.24,0
"2501","Gregory",1990,272085.687862746,"SEA","L",125,337,40,83,18,2,5,29,16,4,37,48,0,1,1,4,6,5,77,85,0,0.246290801186944,0.0148367952522255
"2502","Gregory Allen",1990,1428449.86127942,"ML4","L",123,367,42,91,23,0,7,50,4,2,43,45,9,2,2,8,6,6,74,88,1,0.247956403269755,0.0190735694822888
"2503","Hubert",1990,2479003.53849544,"LAN","R",153,568,74,151,28,1,20,91,2,5,33,108,10,6,0,11,13,2,86,76,0,0.265845070422535,0.0352112676056338
"2504","Thomas Dale",1990,770909.448944448,"CLE","R",64,154,18,41,7,2,1,20,0,0,14,25,1,0,1,3,3,4,77,85,0,0.266233766233766,0.00649350649350649
"2505","Jerome Austin",1990,562310.421583009,"CLE","B",140,513,92,137,26,5,6,50,12,7,72,46,1,2,12,11,12,4,77,85,0,0.267056530214425,0.0116959064327485
"2506","James Kevin",1990,395431.199693858,"TEX","R",27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,79,0,0,0
"2507","Keith Edward",1990,181390.458575164,"CIN","B",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,71,0,0,0
"2508","Kevin Dewayne",1990,181390.458575164,"ML4","L",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,88,1,0,0
"2509","Marty Leo",1990,181390.458575164,"BAL","R",9,15,1,3,0,0,0,0,0,0,1,7,0,0,0,0,1,5,76,85,1,0.2,0
"2510","Thomas Leo",1990,3854547.24472224,"CIN","L",38,75,6,7,2,0,0,4,0,0,2,29,0,0,9,0,0,1,91,71,0,0.0933333333333333,0
"2511","Anthony Michael",1990,217668.550290197,"SEA","B",62,147,19,33,5,4,0,7,2,0,10,22,0,0,4,1,5,5,77,85,0,0.224489795918367,0
"2512","Thomas Andrew",1990,2720856.87862746,"SLN","R",19,57,5,9,3,0,1,2,0,0,12,10,0,1,0,1,1,6,70,92,1,0.157894736842105,0.0175438596491228
"2513","Thomas Andrew",1990,2720856.87862746,"BOS","R",129,461,61,123,24,5,15,71,5,10,54,105,7,3,0,8,12,1,88,74,0,0.266811279826464,0.0325379609544469
"2514","Steven Bernard",1990,997647.522163403,"TEX","R",91,251,30,54,10,0,7,30,1,0,27,63,1,2,7,2,5,3,83,79,0,0.215139442231076,0.0278884462151394
"2515","Jay Campbell",1990,326502.825435296,"SEA","R",51,163,16,45,12,0,7,33,2,2,17,50,1,4,0,1,6,5,77,85,0,0.276073619631902,0.0429447852760736
"2516","David Allen",1990,181390.458575164,"SEA","R",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,85,0,0,0
"2517","John David",1990,181390.458575164,"SFN","R",33,63,1,3,0,0,0,3,0,0,5,35,0,0,8,0,0,3,85,77,1,0.0476190476190476,0
"2518","Timothy Philip",1990,2902247.33720263,"MON","R",58,6,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,3,85,77,0,0.166666666666667,0
"2519","Ellis Rena",1990,861604.67823203,"BOS","R",152,588,89,174,33,8,21,89,9,11,48,82,4,1,2,2,18,1,88,74,0,0.295918367346939,0.0357142857142857
"2520","Robert Randall",1990,634866.605013075,"MIN","L",73,181,17,44,8,0,6,18,0,3,21,27,2,6,0,2,2,7,74,88,1,0.243093922651934,0.0331491712707182
"2521","Brett Morgan",1990,1995295.04432681,"SFN","L",160,622,108,192,20,9,3,44,51,19,90,62,1,6,7,7,3,3,85,77,1,0.308681672025723,0.00482315112540193
"2522","Gregory James",1990,480684.715224185,"NYA","L",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67,95,1,0,0
"2523","Ivan",1990,1677861.74182027,"CHA","R",158,607,85,166,44,2,14,74,32,16,51,79,7,1,0,8,26,2,94,68,0,0.273476112026359,0.0230642504118616
"2524","Ernest Carlos",1990,272085.687862746,"SFN","R",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,77,1,0,0
"2525","Ernest Carlos",1990,272085.687862746,"SLN","R",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,92,1,0,0
"2526","Kenneth Gene",1990,435337.100580394,"HOU","B",153,541,52,131,20,2,4,51,9,4,48,97,7,0,3,4,15,4,75,87,1,0.242144177449168,0.00739371534195933
"2527","Silvestre",1990,181390.458575164,"PHI","R",66,85,10,18,1,1,2,9,1,0,6,16,0,1,0,1,1,4,77,85,0,0.211764705882353,0.0235294117647059
"2528","George Anthony",1990,181390.458575164,"ML4","L",10,13,4,1,1,0,0,0,0,1,2,6,0,0,0,0,0,6,74,88,1,0.0769230769230769,0
"2529","John Robert",1990,906952.292875821,"MIN","L",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,88,1,0,0
"2530","John Robert",1990,906952.292875821,"TOR","L",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,76,1,0,0
"2531","Thomas Caesar",1990,1904599.81503922,"CLE","R",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,85,0,0,0
"2532","Donald Wayne",1990,906952.292875821,"PHI","L",59,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,77,85,0,0.272727272727273,0
"2533","Cris Howell",1990,181390.458575164,"SLN","R",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,92,1,0,0
"2534","Gary Edmund",1990,453476.146437911,"SFN","R",92,244,24,62,10,0,9,27,1,1,25,31,3,1,0,2,2,3,85,77,1,0.254098360655738,0.0368852459016393
